"","educ","conpress"
"32103",12,3
"32104",11,3
"32105",11,NA
"32106",12,1
"32107",14,NA
"32108",11,3
"32109",14,NA
"32110",12,2
"32111",9,2
"32112",11,NA
"32113",6,3
"32114",16,NA
"32115",10,NA
"32116",12,2
"32117",11,3
"32118",13,2
"32119",13,NA
"32120",6,2
"32121",12,3
"32122",12,2
"32123",5,NA
"32124",12,2
"32125",9,2
"32126",12,3
"32127",12,NA
"32128",12,NA
"32129",16,2
"32130",9,NA
"32131",16,3
"32132",12,2
"32133",12,2
"32134",11,3
"32135",11,NA
"32136",9,2
"32137",13,3
"32138",12,3
"32139",12,3
"32140",13,NA
"32141",12,2
"32142",12,NA
"32143",7,1
"32144",10,1
"32145",16,2
"32146",12,NA
"32147",8,NA
"32148",11,2
"32149",7,2
"32150",12,NA
"32151",8,3
"32152",14,NA
"32153",12,2
"32154",8,3
"32155",8,3
"32156",11,NA
"32157",12,3
"32158",10,3
"32159",8,3
"32160",7,2
"32161",8,3
"32162",12,NA
"32163",12,2
"32164",12,2
"32165",12,2
"32166",10,NA
"32167",12,3
"32168",12,NA
"32169",12,2
"32170",11,2
"32171",16,2
"32172",17,3
"32173",11,NA
"32174",9,2
"32175",8,NA
"32176",14,2
"32177",13,2
"32178",16,NA
"32179",16,NA
"32180",9,3
"32181",10,3
"32182",11,2
"32183",14,2
"32184",15,1
"32185",12,1
"32186",12,NA
"32187",11,NA
"32188",12,NA
"32189",13,3
"32190",16,3
"32191",12,NA
"32192",18,3
"32193",12,NA
"32194",17,3
"32195",16,NA
"32196",17,3
"32197",12,3
"32198",12,NA
"32199",11,3
"32200",14,2
"32201",11,2
"32202",12,NA
"32203",16,NA
"32204",13,1
"32205",11,2
"32206",9,NA
"32207",16,3
"32208",3,3
"32209",NA,2
"32210",5,2
"32211",8,3
"32212",9,2
"32213",3,3
"32214",8,2
"32215",12,NA
"32216",11,1
"32217",12,NA
"32218",11,NA
"32219",12,1
"32220",12,3
"32221",14,NA
"32222",9,NA
"32223",12,NA
"32224",15,2
"32225",12,NA
"32226",17,3
"32227",16,3
"32228",12,NA
"32229",14,3
"32230",15,3
"32231",16,NA
"32232",12,2
"32233",14,NA
"32234",12,2
"32235",20,2
"32236",12,NA
"32237",14,NA
"32238",14,2
"32239",5,NA
"32240",13,2
"32241",4,2
"32242",12,2
"32243",7,NA
"32244",6,NA
"32245",12,2
"32246",12,1
"32247",10,NA
"32248",12,NA
"32249",18,3
"32250",11,3
"32251",9,2
"32252",11,NA
"32253",20,NA
"32254",16,3
"32255",14,3
"32256",15,NA
"32257",16,2
"32258",20,2
"32259",12,2
"32260",15,NA
"32261",15,NA
"32262",14,NA
"32263",11,2
"32264",15,3
"32265",12,2
"32266",14,3
"32267",19,3
"32268",13,NA
"32269",12,3
"32270",14,2
"32271",12,3
"32272",12,NA
"32273",12,NA
"32274",14,2
"32275",12,NA
"32276",17,2
"32277",13,NA
"32278",18,1
"32279",11,3
"32280",15,3
"32281",14,2
"32282",12,NA
"32283",15,2
"32284",7,2
"32285",12,NA
"32286",16,2
"32287",12,2
"32288",8,2
"32289",14,NA
"32290",20,2
"32291",16,NA
"32292",12,2
"32293",11,2
"32294",11,NA
"32295",16,NA
"32296",12,2
"32297",14,2
"32298",12,3
"32299",12,NA
"32300",8,2
"32301",12,1
"32302",12,1
"32303",12,3
"32304",9,NA
"32305",12,3
"32306",17,1
"32307",12,NA
"32308",11,1
"32309",19,NA
"32310",12,2
"32311",16,NA
"32312",12,2
"32313",12,NA
"32314",14,NA
"32315",12,1
"32316",17,3
"32317",9,3
"32318",12,3
"32319",14,NA
"32320",11,1
"32321",9,2
"32322",8,1
"32323",12,2
"32324",17,3
"32325",13,3
"32326",9,3
"32327",12,NA
"32328",12,NA
"32329",12,3
"32330",12,2
"32331",12,3
"32332",8,3
"32333",16,NA
"32334",14,2
"32335",18,2
"32336",13,NA
"32337",12,3
"32338",18,NA
"32339",12,3
"32340",14,NA
"32341",16,2
"32342",9,2
"32343",17,NA
"32344",11,3
"32345",12,3
"32346",14,NA
"32347",16,2
"32348",13,3
"32349",11,2
"32350",20,3
"32351",16,3
"32352",10,NA
"32353",13,NA
"32354",12,2
"32355",13,2
"32356",15,NA
"32357",14,1
"32358",13,2
"32359",14,3
"32360",16,2
"32361",14,2
"32362",10,NA
"32363",12,NA
"32364",2,3
"32365",12,2
"32366",12,2
"32367",12,NA
"32368",16,NA
"32369",13,NA
"32370",16,1
"32371",15,3
"32372",16,3
"32373",12,2
"32374",13,2
"32375",14,2
"32376",12,2
"32377",12,2
"32378",12,2
"32379",12,1
"32380",16,2
"32381",12,1
"32382",17,2
"32383",18,NA
"32384",6,3
"32385",8,NA
"32386",17,NA
"32387",12,2
"32388",13,1
"32389",13,3
"32390",13,1
"32391",19,1
"32392",16,NA
"32393",16,2
"32394",13,NA
"32395",16,NA
"32396",16,NA
"32397",15,3
"32398",19,2
"32399",13,2
"32400",12,NA
"32401",12,NA
"32402",4,NA
"32403",15,NA
"32404",12,3
"32405",11,3
"32406",16,2
"32407",20,2
"32408",17,3
"32409",16,1
"32410",16,2
"32411",20,2
"32412",3,1
"32413",15,3
"32414",16,NA
"32415",16,NA
"32416",14,NA
"32417",9,1
"32418",17,NA
"32419",10,1
"32420",16,NA
"32421",14,2
"32422",8,NA
"32423",18,2
"32424",12,1
"32425",10,1
"32426",16,NA
"32427",7,2
"32428",9,NA
"32429",12,3
"32430",12,NA
"32431",13,1
"32432",18,2
"32433",12,2
"32434",12,NA
"32435",20,NA
"32436",16,NA
"32437",16,2
"32438",12,NA
"32439",13,2
"32440",11,3
"32441",12,NA
"32442",17,1
"32443",12,2
"32444",12,NA
"32445",16,1
"32446",16,NA
"32447",14,2
"32448",6,NA
"32449",12,1
"32450",12,2
"32451",8,NA
"32452",16,2
"32453",10,2
"32454",15,3
"32455",10,NA
"32456",10,NA
"32457",18,NA
"32458",15,NA
"32459",10,3
"32460",12,3
"32461",12,3
"32462",13,1
"32463",16,3
"32464",12,NA
"32465",12,3
"32466",16,NA
"32467",16,NA
"32468",16,2
"32469",16,3
"32470",20,3
"32471",11,3
"32472",16,1
"32473",16,NA
"32474",13,3
"32475",16,2
"32476",15,NA
"32477",12,2
"32478",13,NA
"32479",7,2
"32480",11,NA
"32481",14,2
"32482",10,2
"32483",12,1
"32484",14,2
"32485",NA,NA
"32486",9,NA
"32487",8,NA
"32488",11,3
"32489",16,2
"32490",13,3
"32491",13,3
"32492",12,3
"32493",16,NA
"32494",15,2
"32495",11,NA
"32496",13,2
"32497",9,3
"32498",20,2
"32499",14,2
"32500",16,NA
"32501",14,1
"32502",14,3
"32503",14,3
"32504",16,NA
"32505",14,NA
"32506",13,NA
"32507",12,1
"32508",14,NA
"32509",13,2
"32510",10,2
"32511",12,NA
"32512",12,2
"32513",8,2
"32514",12,3
"32515",20,NA
"32516",13,2
"32517",12,2
"32518",11,2
"32519",14,NA
"32520",14,3
"32521",14,3
"32522",14,NA
"32523",12,2
"32524",10,2
"32525",12,2
"32526",13,3
"32527",16,NA
"32528",15,2
"32529",12,NA
"32530",14,2
"32531",14,3
"32532",10,1
"32533",18,NA
"32534",14,NA
"32535",12,2
"32536",14,2
"32537",12,1
"32538",13,1
"32539",20,3
"32540",11,NA
"32541",14,3
"32542",20,1
"32543",18,3
"32544",13,3
"32545",11,NA
"32546",16,NA
"32547",14,NA
"32548",19,NA
"32549",12,2
"32550",12,2
"32551",12,NA
"32552",14,NA
"32553",11,NA
"32554",19,2
"32555",15,3
"32556",14,2
"32557",13,3
"32558",20,NA
"32559",16,1
"32560",12,NA
"32561",16,NA
"32562",12,2
"32563",20,2
"32564",16,2
"32565",16,3
"32566",12,3
"32567",16,NA
"32568",19,2
"32569",12,NA
"32570",16,NA
"32571",17,1
"32572",16,2
"32573",12,2
"32574",15,3
"32575",14,NA
"32576",16,2
"32577",17,2
"32578",14,NA
"32579",14,2
"32580",12,NA
"32581",13,3
"32582",12,2
"32583",14,NA
"32584",13,NA
"32585",18,3
"32586",12,2
"32587",16,3
"32588",11,3
"32589",12,3
"32590",12,2
"32591",17,2
"32592",12,NA
"32593",16,2
"32594",13,NA
"32595",13,NA
"32596",18,NA
"32597",16,3
"32598",16,3
"32599",15,2
"32600",16,3
"32601",13,2
"32602",20,NA
"32603",18,NA
"32604",16,NA
"32605",14,2
"32606",16,NA
"32607",18,3
"32608",16,2
"32609",17,2
"32610",17,3
"32611",16,2
"32612",14,NA
"32613",12,2
"32614",14,NA
"32615",16,2
"32616",18,2
"32617",16,3
"32618",17,2
"32619",14,3
"32620",19,1
"32621",17,NA
"32622",20,NA
"32623",15,3
"32624",11,1
"32625",13,2
"32626",7,NA
"32627",13,2
"32628",14,2
"32629",12,3
"32630",11,NA
"32631",10,2
"32632",16,2
"32633",15,NA
"32634",NA,3
"32635",16,2
"32636",13,3
"32637",14,3
"32638",13,2
"32639",14,3
"32640",16,NA
"32641",14,3
"32642",17,NA
"32643",16,3
"32644",13,3
"32645",20,NA
"32646",14,3
"32647",16,NA
"32648",12,1
"32649",12,3
"32650",18,NA
"32651",16,2
"32652",14,NA
"32653",12,3
"32654",13,1
"32655",14,2
"32656",12,NA
"32657",16,NA
"32658",9,2
"32659",12,2
"32660",16,2
"32661",11,NA
"32662",12,2
"32663",14,2
"32664",12,3
"32665",13,2
"32666",16,2
"32667",14,3
"32668",13,2
"32669",13,NA
"32670",14,1
"32671",12,NA
"32672",15,2
"32673",13,NA
"32674",17,3
"32675",8,3
"32676",6,2
"32677",14,2
"32678",13,1
"32679",8,NA
"32680",12,NA
"32681",14,2
"32682",13,2
"32683",13,NA
"32684",12,2
"32685",12,2
"32686",14,2
"32687",8,NA
"32688",14,2
"32689",12,2
"32690",15,3
"32691",10,NA
"32692",13,NA
"32693",16,2
"32694",12,2
"32695",10,1
"32696",17,2
"32697",12,2
"32698",12,NA
"32699",12,NA
"32700",16,3
"32701",11,NA
"32702",16,2
"32703",13,NA
"32704",13,2
"32705",20,3
"32706",16,2
"32707",12,2
"32708",12,3
"32709",10,NA
"32710",10,2
"32711",12,3
"32712",12,2
"32713",16,3
"32714",12,2
"32715",12,2
"32716",14,NA
"32717",12,NA
"32718",12,NA
"32719",16,1
"32720",15,1
"32721",17,1
"32722",12,3
"32723",12,2
"32724",8,NA
"32725",12,3
"32726",9,3
"32727",10,3
"32728",13,NA
"32729",10,2
"32730",14,3
"32731",17,3
"32732",16,3
"32733",12,2
"32734",14,2
"32735",11,NA
"32736",12,NA
"32737",7,NA
"32738",15,NA
"32739",10,2
"32740",12,NA
"32741",11,2
"32742",12,2
"32743",13,2
"32744",12,NA
"32745",15,3
"32746",16,3
"32747",12,NA
"32748",16,3
"32749",17,NA
"32750",12,NA
"32751",16,3
"32752",19,3
"32753",18,2
"32754",16,NA
"32755",16,2
"32756",14,2
"32757",13,2
"32758",16,2
"32759",12,NA
"32760",12,3
"32761",17,2
"32762",16,NA
"32763",18,2
"32764",12,3
"32765",12,2
"32766",17,2
"32767",14,NA
"32768",12,3
"32769",12,NA
"32770",14,3
"32771",13,NA
"32772",12,3
"32773",12,NA
"32774",12,NA
"32775",12,3
"32776",16,3
"32777",16,NA
"32778",14,3
"32779",14,NA
"32780",10,2
"32781",14,NA
"32782",12,2
"32783",9,3
"32784",11,NA
"32785",16,3
"32786",9,2
"32787",16,3
"32788",16,2
"32789",13,2
"32790",12,2
"32791",12,3
"32792",10,2
"32793",16,NA
"32794",10,1
"32795",12,2
"32796",12,2
"32797",16,3
"32798",14,3
"32799",13,1
"32800",18,NA
"32801",15,3
"32802",15,NA
"32803",17,2
"32804",16,NA
"32805",16,NA
"32806",16,2
"32807",12,3
"32808",13,3
"32809",10,NA
"32810",14,NA
"32811",13,NA
"32812",11,3
"32813",12,3
"32814",12,2
"32815",15,NA
"32816",15,3
"32817",10,2
"32818",15,1
"32819",12,NA
"32820",5,2
"32821",13,3
"32822",20,2
"32823",14,2
"32824",11,2
"32825",10,1
"32826",12,2
"32827",14,NA
"32828",18,1
"32829",17,2
"32830",19,2
"32831",17,NA
"32832",11,3
"32833",12,2
"32834",11,1
"32835",13,3
"32836",NA,3
"32837",16,2
"32838",17,NA
"32839",11,NA
"32840",12,NA
"32841",14,NA
"32842",15,2
"32843",0,NA
"32844",17,2
"32845",16,NA
"32846",18,2
"32847",14,NA
"32848",14,3
"32849",13,2
"32850",14,2
"32851",12,NA
"32852",12,NA
"32853",16,NA
"32854",13,NA
"32855",14,NA
"32856",14,3
"32857",12,2
"32858",12,NA
"32859",16,NA
"32860",5,3
"32861",10,3
"32862",10,3
"32863",12,3
"32864",13,NA
"32865",13,NA
"32866",20,1
"32867",10,2
"32868",14,2
"32869",16,2
"32870",14,NA
"32871",20,2
"32872",13,NA
"32873",11,3
"32874",10,2
"32875",14,3
"32876",13,3
"32877",12,2
"32878",9,3
"32879",6,NA
"32880",8,NA
"32881",17,NA
"32882",5,NA
"32883",10,1
"32884",12,3
"32885",13,NA
"32886",12,2
"32887",12,2
"32888",9,NA
"32889",13,3
"32890",16,1
"32891",12,NA
"32892",12,NA
"32893",12,2
"32894",17,NA
"32895",12,2
"32896",16,1
"32897",12,2
"32898",12,NA
"32899",16,2
"32900",12,2
"32901",12,1
"32902",16,NA
"32903",12,NA
"32904",10,NA
"32905",12,3
"32906",20,2
"32907",10,3
"32908",16,2
"32909",14,NA
"32910",12,2
"32911",8,NA
"32912",16,2
"32913",9,2
"32914",7,2
"32915",16,2
"32916",12,1
"32917",16,1
"32918",16,NA
"32919",19,2
"32920",17,NA
"32921",14,3
"32922",14,NA
"32923",20,2
"32924",14,2
"32925",16,2
"32926",14,NA
"32927",18,NA
"32928",14,3
"32929",17,2
"32930",11,NA
"32931",12,2
"32932",4,1
"32933",11,2
"32934",14,2
"32935",11,NA
"32936",15,NA
"32937",12,2
"32938",12,2
"32939",8,NA
"32940",11,3
"32941",10,2
"32942",5,3
"32943",14,NA
"32944",12,2
"32945",14,NA
"32946",12,NA
"32947",13,3
"32948",16,3
"32949",12,3
"32950",16,NA
"32951",13,NA
"32952",16,3
"32953",20,3
"32954",20,2
"32955",20,NA
"32956",18,3
"32957",14,NA
"32958",16,2
"32959",20,1
"32960",16,2
"32961",12,NA
"32962",14,3
"32963",10,NA
"32964",14,3
"32965",14,3
"32966",12,NA
"32967",12,3
"32968",15,3
"32969",18,2
"32970",12,2
"32971",18,2
"32972",18,NA
"32973",13,2
"32974",15,3
"32975",19,3
"32976",12,NA
"32977",16,2
"32978",13,3
"32979",14,NA
"32980",13,NA
"32981",12,1
"32982",16,NA
"32983",16,3
"32984",14,3
"32985",16,1
"32986",11,NA
"32987",16,2
"32988",16,3
"32989",13,3
"32990",18,NA
"32991",18,3
"32992",16,NA
"32993",16,3
"32994",20,2
"32995",16,NA
"32996",17,NA
"32997",18,3
"32998",15,3
"32999",17,NA
"33000",15,2
"33001",12,3
"33002",9,3
"33003",20,3
"33004",16,NA
"33005",17,2
"33006",20,3
"33007",18,3
"33008",16,3
"33009",12,NA
"33010",14,NA
"33011",16,2
"33012",18,3
"33013",18,NA
"33014",12,2
"33015",8,NA
"33016",7,NA
"33017",11,2
"33018",18,NA
"33019",15,2
"33020",18,2
"33021",17,2
"33022",12,2
"33023",20,2
"33024",18,2
"33025",16,NA
"33026",11,1
"33027",12,2
"33028",16,3
"33029",13,2
"33030",16,3
"33031",18,3
"33032",13,3
"33033",11,NA
"33034",12,2
"33035",16,2
"33036",16,2
"33037",20,2
"33038",17,NA
"33039",14,NA
"33040",20,NA
"33041",12,NA
"33042",12,2
"33043",17,1
"33044",12,2
"33045",12,2
"33046",5,NA
"33047",10,3
"33048",15,NA
"33049",13,NA
"33050",14,2
"33051",16,NA
"33052",13,3
"33053",20,NA
"33054",19,2
"33055",12,2
"33056",17,1
"33057",13,1
"33058",16,NA
"33059",16,3
"33060",12,NA
"33061",12,NA
"33062",10,2
"33063",14,1
"33064",10,NA
"33065",19,2
"33066",13,2
"33067",16,3
"33068",12,NA
"33069",16,2
"33070",14,3
"33071",17,NA
"33072",13,NA
"33073",17,2
"33074",18,3
"33075",17,2
"33076",11,NA
"33077",8,2
"33078",12,2
"33079",16,NA
"33080",14,NA
"33081",16,2
"33082",19,2
"33083",10,NA
"33084",12,NA
"33085",12,NA
"33086",18,1
"33087",14,2
"33088",14,NA
"33089",9,2
"33090",16,NA
"33091",15,2
"33092",12,3
"33093",14,NA
"33094",13,NA
"33095",18,3
"33096",12,3
"33097",9,2
"33098",17,2
"33099",12,3
"33100",12,NA
"33101",13,3
"33102",13,2
"33103",11,NA
"33104",15,3
"33105",12,3
"33106",14,2
"33107",16,NA
"33108",16,NA
"33109",14,3
"33110",14,3
"33111",12,3
"33112",16,2
"33113",18,NA
"33114",16,2
"33115",16,3
"33116",16,3
"33117",12,3
"33118",15,NA
"33119",15,2
"33120",16,2
"33121",16,NA
"33122",16,3
"33123",16,2
"33124",16,NA
"33125",16,NA
"33126",16,2
"33127",12,NA
"33128",17,3
"33129",16,NA
"33130",10,NA
"33131",16,3
"33132",13,NA
"33133",12,NA
"33134",16,2
"33135",14,2
"33136",16,1
"33137",16,2
"33138",16,NA
"33139",16,3
"33140",12,3
"33141",12,2
"33142",10,1
"33143",11,3
"33144",16,NA
"33145",16,3
"33146",19,1
"33147",7,2
"33148",13,1
"33149",7,NA
"33150",14,NA
"33151",14,NA
"33152",12,2
"33153",14,NA
"33154",13,2
"33155",11,2
"33156",15,3
"33157",16,3
"33158",14,NA
"33159",14,3
"33160",20,3
"33161",10,2
"33162",12,2
"33163",18,2
"33164",16,3
"33165",14,1
"33166",13,NA
"33167",14,2
"33168",12,3
"33169",13,NA
"33170",11,3
"33171",10,2
"33172",14,1
"33173",8,NA
"33174",16,NA
"33175",12,NA
"33176",8,1
"33177",8,NA
"33178",16,2
"33179",12,2
"33180",10,NA
"33181",14,3
"33182",14,2
"33183",15,NA
"33184",17,1
"33185",12,1
"33186",15,2
"33187",9,NA
"33188",12,NA
"33189",14,3
"33190",NA,3
"33191",15,3
"33192",12,NA
"33193",13,3
"33194",11,NA
"33195",12,NA
"33196",12,2
"33197",13,2
"33198",13,2
"33199",12,NA
"33200",13,2
"33201",13,3
"33202",12,2
"33203",12,NA
"33204",6,NA
"33205",0,3
"33206",11,3
"33207",13,3
"33208",12,NA
"33209",12,NA
"33210",18,1
"33211",16,2
"33212",12,NA
"33213",12,2
"33214",14,NA
"33215",16,2
"33216",16,2
"33217",12,NA
"33218",11,2
"33219",14,2
"33220",14,3
"33221",16,2
"33222",10,2
"33223",12,NA
"33224",12,3
"33225",14,2
"33226",12,2
"33227",12,2
"33228",12,NA
"33229",16,3
"33230",20,2
"33231",14,3
"33232",20,NA
"33233",16,NA
"33234",16,NA
"33235",12,NA
"33236",15,2
"33237",13,3
"33238",17,2
"33239",12,1
"33240",16,2
"33241",15,NA
"33242",12,2
"33243",13,3
"33244",16,NA
"33245",16,NA
"33246",12,3
"33247",20,NA
"33248",17,NA
"33249",13,3
"33250",20,3
"33251",13,NA
"33252",17,2
"33253",18,3
"33254",15,NA
"33255",12,2
"33256",17,3
"33257",14,NA
"33258",14,2
"33259",12,2
"33260",13,NA
"33261",13,1
"33262",15,2
"33263",13,3
"33264",15,NA
"33265",16,2
"33266",16,3
"33267",15,3
"33268",16,NA
"33269",12,1
"33270",15,NA
"33271",12,3
"33272",12,2
"33273",16,3
"33274",16,NA
"33275",17,NA
"33276",12,NA
"33277",13,3
"33278",13,2
"33279",12,2
"33280",6,2
"33281",12,3
"33282",18,2
"33283",20,NA
"33284",20,2
"33285",15,NA
"33286",13,2
"33287",12,NA
"33288",13,3
"33289",12,NA
"33290",12,3
"33291",14,2
"33292",14,3
"33293",12,2
"33294",20,NA
"33295",12,2
"33296",12,2
"33297",15,NA
"33298",20,NA
"33299",18,2
"33300",18,NA
"33301",20,NA
"33302",20,2
"33303",18,3
"33304",14,3
"33305",16,NA
"33306",16,2
"33307",12,3
"33308",11,3
"33309",12,NA
"33310",13,3
"33311",12,NA
"33312",10,1
"33313",10,NA
"33314",8,3
"33315",14,NA
"33316",12,3
"33317",18,2
"33318",12,2
"33319",16,NA
"33320",14,3
"33321",12,3
"33322",16,NA
"33323",18,NA
"33324",12,3
"33325",18,3
"33326",16,NA
"33327",16,NA
"33328",15,2
"33329",12,2
"33330",12,3
"33331",17,3
"33332",12,2
"33333",12,NA
"33334",16,2
"33335",16,NA
"33336",13,NA
"33337",12,1
"33338",12,NA
"33339",12,NA
"33340",4,3
"33341",12,3
"33342",12,1
"33343",14,NA
"33344",9,NA
"33345",20,1
"33346",14,3
"33347",19,2
"33348",12,2
"33349",13,3
"33350",16,NA
"33351",16,NA
"33352",17,3
"33353",14,NA
"33354",18,NA
"33355",16,2
"33356",14,2
"33357",17,3
"33358",16,2
"33359",13,2
"33360",16,NA
"33361",12,2
"33362",12,NA
"33363",17,2
"33364",16,2
"33365",16,NA
"33366",17,2
"33367",12,3
"33368",17,NA
"33369",12,2
"33370",16,2
"33371",18,NA
"33372",14,NA
"33373",12,NA
"33374",13,NA
"33375",14,2
"33376",12,2
"33377",16,2
"33378",14,2
"33379",9,2
"33380",12,NA
"33381",16,3
"33382",16,NA
"33383",15,2
"33384",12,3
"33385",11,3
"33386",13,NA
"33387",12,NA
"33388",13,3
"33389",17,NA
"33390",13,NA
"33391",16,2
"33392",16,1
"33393",12,3
"33394",20,2
"33395",15,NA
"33396",13,2
"33397",15,2
"33398",6,NA
"33399",8,1
"33400",12,2
"33401",12,2
"33402",9,NA
"33403",12,2
"33404",12,NA
"33405",14,2
"33406",12,2
"33407",10,3
"33408",12,NA
"33409",16,3
"33410",14,1
"33411",12,2
"33412",11,NA
"33413",11,1
"33414",18,NA
"33415",15,3
"33416",11,NA
"33417",12,2
"33418",17,3
"33419",17,NA
"33420",12,3
"33421",16,2
"33422",12,NA
"33423",14,2
"33424",12,2
"33425",13,NA
"33426",16,NA
"33427",16,2
"33428",12,1
"33429",12,3
"33430",16,3
"33431",12,3
"33432",12,NA
"33433",17,1
"33434",13,3
"33435",13,2
"33436",12,2
"33437",12,2
"33438",12,NA
"33439",18,1
"33440",16,3
"33441",20,NA
"33442",17,1
"33443",13,2
"33444",10,NA
"33445",11,1
"33446",12,2
"33447",17,2
"33448",13,2
"33449",9,3
"33450",12,2
"33451",9,NA
"33452",15,2
"33453",8,NA
"33454",12,NA
"33455",11,NA
"33456",12,3
"33457",13,NA
"33458",14,2
"33459",14,2
"33460",14,3
"33461",12,NA
"33462",13,2
"33463",10,2
"33464",12,NA
"33465",18,3
"33466",12,3
"33467",18,2
"33468",20,NA
"33469",18,2
"33470",12,2
"33471",14,2
"33472",12,1
"33473",14,NA
"33474",12,2
"33475",12,2
"33476",12,1
"33477",12,NA
"33478",13,NA
"33479",10,3
"33480",12,NA
"33481",12,3
"33482",11,3
"33483",17,NA
"33484",15,2
"33485",12,NA
"33486",12,2
"33487",12,1
"33488",16,NA
"33489",15,2
"33490",12,2
"33491",16,NA
"33492",9,3
"33493",13,2
"33494",12,2
"33495",8,1
"33496",14,2
"33497",14,NA
"33498",19,NA
"33499",12,2
"33500",15,NA
"33501",5,3
"33502",10,NA
"33503",9,2
"33504",10,NA
"33505",12,3
"33506",14,2
"33507",8,3
"33508",14,2
"33509",12,NA
"33510",14,3
"33511",9,3
"33512",13,NA
"33513",15,2
"33514",13,3
"33515",12,2
"33516",14,NA
"33517",16,NA
"33518",13,NA
"33519",18,NA
"33520",13,NA
"33521",12,2
"33522",12,3
"33523",16,3
"33524",12,2
"33525",16,2
"33526",12,3
"33527",14,NA
"33528",16,NA
"33529",12,2
"33530",13,NA
"33531",14,2
"33532",14,3
"33533",12,2
"33534",12,NA
"33535",10,2
"33536",14,NA
"33537",14,2
"33538",12,NA
"33539",8,2
"33540",11,NA
"33541",12,2
"33542",13,NA
"33543",12,NA
"33544",9,3
"33545",13,2
"33546",12,NA
"33547",12,2
"33548",15,3
"33549",12,2
"33550",12,NA
"33551",10,NA
"33552",12,NA
"33553",16,NA
"33554",16,NA
"33555",18,NA
"33556",16,2
"33557",16,3
"33558",11,2
"33559",12,3
"33560",12,3
"33561",10,NA
"33562",12,NA
"33563",8,2
"33564",8,2
"33565",18,NA
"33566",12,3
"33567",12,2
"33568",12,3
"33569",12,NA
"33570",12,3
"33571",12,NA
"33572",11,3
"33573",12,3
"33574",11,3
"33575",12,3
"33576",11,2
"33577",15,1
"33578",11,NA
"33579",11,NA
"33580",12,NA
"33581",15,2
"33582",17,NA
"33583",12,3
"33584",12,2
"33585",17,NA
"33586",13,2
"33587",14,2
"33588",14,3
"33589",12,NA
"33590",12,3
"33591",12,1
"33592",8,2
"33593",12,NA
"33594",10,NA
"33595",14,3
"33596",14,2
"33597",6,NA
"33598",16,3
"33599",12,2
"33600",13,3
"33601",12,NA
"33602",12,2
"33603",15,2
"33604",18,2
"33605",14,2
"33606",13,NA
"33607",9,3
"33608",13,2
"33609",12,2
"33610",11,NA
"33611",17,NA
"33612",13,2
"33613",8,NA
"33614",14,3
"33615",11,3
"33616",11,NA
"33617",16,3
"33618",16,3
"33619",12,NA
"33620",13,NA
"33621",12,NA
"33622",13,NA
"33623",13,3
"33624",12,2
"33625",12,1
"33626",11,3
"33627",12,1
"33628",12,2
"33629",12,3
"33630",19,NA
"33631",12,NA
"33632",12,NA
"33633",12,3
"33634",16,3
"33635",15,NA
"33636",17,3
"33637",12,NA
"33638",13,NA
"33639",14,1
"33640",15,3
"33641",12,2
"33642",12,NA
"33643",12,3
"33644",11,1
"33645",9,2
"33646",12,2
"33647",12,NA
"33648",12,NA
"33649",18,2
"33650",13,NA
"33651",18,2
"33652",17,2
"33653",12,2
"33654",16,2
"33655",14,3
"33656",12,2
"33657",15,NA
"33658",14,NA
"33659",18,3
"33660",20,NA
"33661",12,3
"33662",16,3
"33663",19,2
"33664",16,2
"33665",12,3
"33666",18,NA
"33667",11,2
"33668",20,NA
"33669",17,NA
"33670",16,2
"33671",14,2
"33672",11,2
"33673",9,3
"33674",17,2
"33675",12,NA
"33676",12,1
"33677",16,2
"33678",14,2
"33679",11,2
"33680",16,2
"33681",12,NA
"33682",11,1
"33683",12,NA
"33684",13,NA
"33685",12,2
"33686",15,2
"33687",12,3
"33688",13,NA
"33689",12,3
"33690",8,2
"33691",13,NA
"33692",12,2
"33693",13,2
"33694",12,2
"33695",14,NA
"33696",16,3
"33697",13,NA
"33698",12,3
"33699",13,2
"33700",7,1
"33701",12,NA
"33702",12,2
"33703",12,3
"33704",11,NA
"33705",14,NA
"33706",12,NA
"33707",10,NA
"33708",12,NA
"33709",12,2
"33710",12,3
"33711",12,NA
"33712",12,1
"33713",10,3
"33714",12,3
"33715",16,2
"33716",12,3
"33717",14,2
"33718",13,3
"33719",16,NA
"33720",12,1
"33721",18,2
"33722",10,NA
"33723",16,NA
"33724",15,3
"33725",12,2
"33726",12,NA
"33727",8,NA
"33728",12,2
"33729",3,2
"33730",12,3
"33731",16,2
"33732",16,NA
"33733",20,2
"33734",16,3
"33735",15,NA
"33736",12,2
"33737",18,NA
"33738",20,2
"33739",20,NA
"33740",17,2
"33741",19,3
"33742",17,1
"33743",16,NA
"33744",16,2
"33745",18,2
"33746",16,NA
"33747",20,3
"33748",18,NA
"33749",19,3
"33750",15,3
"33751",15,2
"33752",14,2
"33753",12,2
"33754",10,NA
"33755",13,2
"33756",12,NA
"33757",16,3
"33758",12,NA
"33759",13,1
"33760",19,2
"33761",12,3
"33762",15,NA
"33763",12,2
"33764",5,3
"33765",12,NA
"33766",15,NA
"33767",16,2
"33768",16,2
"33769",18,3
"33770",18,NA
"33771",15,NA
"33772",15,3
"33773",13,2
"33774",15,3
"33775",16,NA
"33776",19,1
