"","educ","conpress"
"11850",15,2
"11851",12,3
"11852",10,NA
"11853",13,2
"11854",9,2
"11855",14,2
"11856",15,2
"11857",12,NA
"11858",14,2
"11859",16,1
"11860",14,2
"11861",14,3
"11862",12,1
"11863",13,2
"11864",16,3
"11865",16,2
"11866",17,2
"11867",17,2
"11868",15,2
"11869",12,2
"11870",16,1
"11871",16,2
"11872",12,3
"11873",18,2
"11874",12,3
"11875",13,2
"11876",14,2
"11877",19,1
"11878",16,1
"11879",12,2
"11880",12,2
"11881",12,2
"11882",16,2
"11883",14,1
"11884",18,2
"11885",16,2
"11886",13,2
"11887",20,1
"11888",18,2
"11889",13,2
"11890",16,2
"11891",13,1
"11892",15,1
"11893",13,1
"11894",12,2
"11895",14,2
"11896",14,2
"11897",14,2
"11898",12,1
"11899",13,2
"11900",16,2
"11901",8,1
"11902",3,2
"11903",8,2
"11904",12,2
"11905",16,2
"11906",12,2
"11907",12,1
"11908",6,3
"11909",11,2
"11910",12,3
"11911",12,2
"11912",16,2
"11913",18,2
"11914",NA,NA
"11915",13,1
"11916",12,1
"11917",13,2
"11918",19,2
"11919",18,2
"11920",18,2
"11921",16,1
"11922",18,2
"11923",12,3
"11924",11,2
"11925",11,1
"11926",12,3
"11927",7,NA
"11928",5,2
"11929",10,2
"11930",8,3
"11931",12,3
"11932",12,NA
"11933",9,2
"11934",13,2
"11935",12,2
"11936",11,1
"11937",14,1
"11938",13,2
"11939",12,1
"11940",14,1
"11941",12,3
"11942",12,2
"11943",12,2
"11944",12,2
"11945",7,NA
"11946",12,2
"11947",8,3
"11948",3,NA
"11949",12,1
"11950",8,2
"11951",12,3
"11952",9,NA
"11953",8,1
"11954",12,2
"11955",8,2
"11956",12,2
"11957",10,2
"11958",17,3
"11959",12,2
"11960",14,2
"11961",12,2
"11962",4,NA
"11963",12,1
"11964",8,1
"11965",15,2
"11966",6,2
"11967",8,2
"11968",12,1
"11969",10,2
"11970",10,2
"11971",8,NA
"11972",3,1
"11973",7,1
"11974",12,3
"11975",7,3
"11976",7,2
"11977",15,2
"11978",9,2
"11979",15,1
"11980",7,1
"11981",12,2
"11982",14,2
"11983",12,NA
"11984",12,2
"11985",10,NA
"11986",12,2
"11987",9,1
"11988",15,1
"11989",12,2
"11990",14,2
"11991",12,2
"11992",12,1
"11993",9,2
"11994",14,2
"11995",14,2
"11996",12,3
"11997",14,2
"11998",13,2
"11999",13,1
"12000",16,2
"12001",12,NA
"12002",16,1
"12003",12,NA
"12004",12,1
"12005",18,2
"12006",10,2
"12007",12,1
"12008",12,3
"12009",11,2
"12010",12,1
"12011",12,1
"12012",13,2
"12013",10,2
"12014",12,2
"12015",14,1
"12016",6,2
"12017",12,2
"12018",3,2
"12019",NA,2
"12020",12,2
"12021",15,2
"12022",10,1
"12023",11,2
"12024",13,2
"12025",12,2
"12026",13,2
"12027",12,2
"12028",15,2
"12029",12,2
"12030",9,2
"12031",11,2
"12032",12,1
"12033",14,2
"12034",12,1
"12035",12,1
"12036",14,1
"12037",15,2
"12038",10,2
"12039",14,2
"12040",10,3
"12041",8,1
"12042",17,3
"12043",12,2
"12044",12,3
"12045",12,1
"12046",14,3
"12047",17,2
"12048",10,1
"12049",12,3
"12050",2,NA
"12051",11,1
"12052",18,2
"12053",16,1
"12054",12,2
"12055",7,3
"12056",12,2
"12057",12,2
"12058",12,3
"12059",16,2
"12060",8,1
"12061",10,2
"12062",12,1
"12063",11,2
"12064",9,3
"12065",14,2
"12066",14,2
"12067",8,3
"12068",16,2
"12069",9,1
"12070",12,2
"12071",8,2
"12072",8,2
"12073",12,2
"12074",12,2
"12075",14,2
"12076",12,3
"12077",12,2
"12078",12,2
"12079",12,2
"12080",12,2
"12081",12,2
"12082",12,2
"12083",8,2
"12084",9,2
"12085",7,2
"12086",15,3
"12087",10,2
"12088",12,2
"12089",12,1
"12090",8,2
"12091",8,2
"12092",10,2
"12093",12,1
"12094",9,2
"12095",12,2
"12096",9,2
"12097",9,3
"12098",6,1
"12099",8,3
"12100",10,1
"12101",13,2
"12102",12,2
"12103",10,2
"12104",12,1
"12105",12,2
"12106",14,2
"12107",12,3
"12108",19,3
"12109",12,2
"12110",10,2
"12111",14,3
"12112",19,2
"12113",7,1
"12114",10,2
"12115",2,1
"12116",12,3
"12117",12,2
"12118",12,2
"12119",14,2
"12120",12,3
"12121",9,2
"12122",12,2
"12123",15,1
"12124",12,2
"12125",6,1
"12126",16,1
"12127",15,2
"12128",16,2
"12129",18,2
"12130",14,1
"12131",13,2
"12132",16,2
"12133",9,2
"12134",12,1
"12135",12,2
"12136",18,2
"12137",8,1
"12138",12,2
"12139",16,2
"12140",14,2
"12141",14,1
"12142",18,2
"12143",12,3
"12144",12,1
"12145",8,1
"12146",8,3
"12147",20,2
"12148",15,2
"12149",13,2
"12150",12,2
"12151",11,1
"12152",11,3
"12153",12,1
"12154",16,1
"12155",9,2
"12156",13,2
"12157",12,2
"12158",17,2
"12159",12,2
"12160",11,2
"12161",11,2
"12162",16,2
"12163",12,2
"12164",13,1
"12165",16,3
"12166",14,2
"12167",14,2
"12168",20,2
"12169",13,2
"12170",12,2
"12171",14,2
"12172",12,2
"12173",15,2
"12174",9,3
"12175",0,1
"12176",12,2
"12177",5,2
"12178",13,3
"12179",14,2
"12180",12,2
"12181",13,2
"12182",16,2
"12183",12,2
"12184",12,NA
"12185",8,2
"12186",11,2
"12187",12,3
"12188",9,3
"12189",12,2
"12190",13,2
"12191",17,2
"12192",12,3
"12193",13,1
"12194",12,2
"12195",12,2
"12196",15,3
"12197",15,1
"12198",12,1
"12199",19,2
"12200",12,3
"12201",8,3
"12202",6,2
"12203",12,1
"12204",14,3
"12205",16,1
"12206",16,2
"12207",17,3
"12208",15,3
"12209",14,2
"12210",18,3
"12211",10,1
"12212",9,3
"12213",10,2
"12214",12,2
"12215",12,1
"12216",6,2
"12217",12,2
"12218",12,2
"12219",10,2
"12220",12,2
"12221",6,2
"12222",12,3
"12223",14,2
"12224",10,2
"12225",9,2
"12226",12,1
"12227",15,3
"12228",12,3
"12229",10,2
"12230",6,2
"12231",14,2
"12232",12,1
"12233",12,2
"12234",12,1
"12235",13,2
"12236",12,3
"12237",12,2
"12238",12,1
"12239",12,2
"12240",11,2
"12241",14,1
"12242",12,2
"12243",12,2
"12244",12,2
"12245",16,2
"12246",16,2
"12247",16,2
"12248",16,2
"12249",12,2
"12250",16,2
"12251",12,2
"12252",12,2
"12253",12,1
"12254",14,2
"12255",17,2
"12256",16,3
"12257",12,2
"12258",14,1
"12259",16,3
"12260",5,NA
"12261",12,2
"12262",12,2
"12263",12,2
"12264",11,2
"12265",12,2
"12266",12,2
"12267",11,2
"12268",16,2
"12269",14,2
"12270",12,3
"12271",11,3
"12272",12,3
"12273",11,2
"12274",12,3
"12275",8,1
"12276",10,2
"12277",12,2
"12278",12,1
"12279",12,2
"12280",14,2
"12281",8,2
"12282",12,1
"12283",12,2
"12284",17,3
"12285",8,2
"12286",14,2
"12287",19,2
"12288",11,1
"12289",14,2
"12290",17,3
"12291",5,3
"12292",14,3
"12293",12,3
"12294",6,2
"12295",7,NA
"12296",9,2
"12297",7,3
"12298",13,2
"12299",12,3
"12300",14,2
"12301",16,1
"12302",11,NA
"12303",16,2
"12304",12,2
"12305",13,2
"12306",12,2
"12307",12,2
"12308",12,2
"12309",14,2
"12310",13,2
"12311",12,1
"12312",12,1
"12313",16,3
"12314",17,3
"12315",13,2
"12316",13,2
"12317",15,2
"12318",14,2
"12319",11,3
"12320",12,2
"12321",8,2
"12322",8,2
"12323",12,2
"12324",12,2
"12325",12,3
"12326",12,2
"12327",16,2
"12328",12,3
"12329",16,1
"12330",20,1
"12331",12,2
"12332",11,2
"12333",17,2
"12334",14,3
"12335",14,2
"12336",12,2
"12337",12,2
"12338",10,2
"12339",14,3
"12340",12,2
"12341",12,3
"12342",8,2
"12343",12,2
"12344",12,2
"12345",12,2
"12346",12,1
"12347",13,2
"12348",12,3
"12349",9,2
"12350",8,NA
"12351",10,1
"12352",11,2
"12353",12,2
"12354",12,2
"12355",12,2
"12356",16,2
"12357",12,1
"12358",17,2
"12359",15,1
"12360",12,2
"12361",16,2
"12362",11,2
"12363",13,2
"12364",10,3
"12365",14,3
"12366",16,1
"12367",16,2
"12368",12,2
"12369",12,2
"12370",11,2
"12371",12,2
"12372",13,2
"12373",12,2
"12374",12,2
"12375",12,2
"12376",19,2
"12377",12,3
"12378",13,2
"12379",16,1
"12380",12,1
"12381",7,3
"12382",12,2
"12383",12,2
"12384",8,2
"12385",12,2
"12386",17,2
"12387",12,1
"12388",13,3
"12389",8,1
"12390",12,2
"12391",15,2
"12392",10,2
"12393",12,2
"12394",18,1
"12395",13,2
"12396",18,2
"12397",12,2
"12398",16,2
"12399",11,2
"12400",18,2
"12401",14,2
"12402",12,2
"12403",0,1
"12404",14,1
"12405",15,2
"12406",16,2
"12407",10,1
"12408",13,2
"12409",19,2
"12410",16,1
"12411",16,3
"12412",8,NA
"12413",12,2
"12414",7,3
"12415",8,2
"12416",8,2
"12417",7,2
"12418",9,2
"12419",6,2
"12420",9,1
"12421",7,2
"12422",6,2
"12423",12,3
"12424",10,2
"12425",14,2
"12426",5,3
"12427",14,2
"12428",7,NA
"12429",12,NA
"12430",8,3
"12431",5,NA
"12432",0,NA
"12433",0,NA
"12434",12,2
"12435",9,3
"12436",15,3
"12437",18,3
"12438",16,2
"12439",9,2
"12440",13,2
"12441",17,1
"12442",15,2
"12443",12,2
"12444",12,3
"12445",10,2
"12446",14,2
"12447",7,1
"12448",12,1
"12449",7,2
"12450",8,2
"12451",13,2
"12452",15,3
"12453",10,1
"12454",13,3
"12455",NA,2
"12456",10,2
"12457",14,2
"12458",12,1
"12459",16,2
"12460",12,2
"12461",16,2
"12462",11,3
"12463",9,1
"12464",10,3
"12465",10,2
"12466",11,2
"12467",12,1
"12468",8,2
"12469",12,2
"12470",7,1
"12471",11,2
"12472",10,3
"12473",12,3
"12474",16,3
"12475",14,2
"12476",16,2
"12477",16,3
"12478",12,1
"12479",12,3
"12480",10,2
"12481",6,2
"12482",9,2
"12483",10,2
"12484",12,3
"12485",11,2
"12486",12,2
"12487",14,1
"12488",12,2
"12489",NA,3
"12490",12,2
"12491",13,2
"12492",13,2
"12493",16,3
"12494",20,2
"12495",16,3
"12496",14,1
"12497",16,2
"12498",12,3
"12499",13,1
"12500",11,2
"12501",10,1
"12502",12,NA
"12503",12,2
"12504",11,2
"12505",9,2
"12506",10,2
"12507",10,2
"12508",10,1
"12509",11,2
"12510",4,2
"12511",11,2
"12512",10,2
"12513",12,1
"12514",7,2
"12515",12,3
"12516",12,2
"12517",8,1
"12518",12,2
"12519",11,2
"12520",8,2
"12521",12,2
"12522",12,2
"12523",9,3
"12524",7,1
"12525",13,1
"12526",16,2
"12527",20,2
"12528",13,3
"12529",16,2
"12530",13,2
"12531",8,2
"12532",8,3
"12533",12,1
"12534",9,2
"12535",8,2
"12536",10,2
"12537",16,3
"12538",16,2
"12539",9,3
"12540",13,1
"12541",12,3
"12542",19,2
"12543",13,2
"12544",11,1
"12545",10,2
"12546",16,1
"12547",12,1
"12548",14,2
"12549",18,3
"12550",14,2
"12551",12,3
"12552",16,2
"12553",12,1
"12554",14,1
"12555",12,1
"12556",15,2
"12557",12,3
"12558",3,3
"12559",13,3
"12560",12,2
"12561",12,3
"12562",8,2
"12563",6,3
"12564",16,2
"12565",12,2
"12566",13,2
"12567",14,2
"12568",17,3
"12569",19,2
"12570",19,3
"12571",12,2
"12572",16,2
"12573",14,2
"12574",12,1
"12575",19,3
"12576",14,2
"12577",13,2
"12578",9,3
"12579",11,2
"12580",14,1
"12581",20,2
"12582",11,2
"12583",13,2
"12584",12,2
"12585",11,2
"12586",4,2
"12587",13,2
"12588",12,2
"12589",19,3
"12590",13,3
"12591",14,1
"12592",12,2
"12593",18,2
"12594",15,1
"12595",18,2
"12596",9,2
"12597",7,1
"12598",12,2
"12599",9,3
"12600",12,2
"12601",1,2
"12602",12,2
"12603",9,NA
"12604",0,1
"12605",12,2
"12606",14,2
"12607",12,3
"12608",14,2
"12609",12,1
"12610",12,3
"12611",10,3
"12612",14,3
"12613",8,1
"12614",6,2
"12615",12,1
"12616",12,1
"12617",8,2
"12618",12,2
"12619",6,2
"12620",12,NA
"12621",10,2
"12622",10,2
"12623",12,2
"12624",NA,1
"12625",12,2
"12626",13,2
"12627",12,2
"12628",12,2
"12629",12,2
"12630",12,3
"12631",12,2
"12632",13,1
"12633",12,2
"12634",12,2
"12635",12,3
"12636",5,2
"12637",14,2
"12638",12,3
"12639",12,1
"12640",12,2
"12641",12,2
"12642",12,1
"12643",18,3
"12644",16,1
"12645",12,1
"12646",19,2
"12647",8,2
"12648",12,3
"12649",10,2
"12650",14,1
"12651",12,2
"12652",12,2
"12653",12,3
"12654",12,2
"12655",7,2
"12656",13,3
"12657",14,2
"12658",12,1
"12659",16,2
"12660",16,2
"12661",14,2
"12662",15,3
"12663",14,1
"12664",16,2
"12665",20,2
"12666",12,2
"12667",12,2
"12668",11,2
"12669",12,3
"12670",8,2
"12671",14,2
"12672",12,2
"12673",12,3
"12674",12,2
"12675",12,2
"12676",12,3
"12677",11,2
"12678",7,2
"12679",10,2
"12680",11,2
"12681",12,2
"12682",8,1
"12683",12,3
"12684",12,2
"12685",10,2
"12686",16,2
"12687",10,1
"12688",12,2
"12689",0,2
"12690",14,2
"12691",12,2
"12692",12,2
"12693",13,2
"12694",13,2
"12695",12,2
"12696",11,2
"12697",10,2
"12698",12,3
"12699",15,2
"12700",13,2
"12701",13,2
"12702",16,2
"12703",16,3
"12704",11,2
"12705",12,3
"12706",12,3
"12707",10,2
"12708",9,2
"12709",12,2
"12710",12,1
"12711",3,1
"12712",10,2
"12713",9,3
"12714",16,2
"12715",7,2
"12716",13,1
"12717",11,2
"12718",12,3
"12719",12,2
"12720",12,2
"12721",12,2
"12722",5,1
"12723",12,3
"12724",11,2
"12725",14,2
"12726",16,2
"12727",11,1
"12728",16,2
"12729",10,2
"12730",12,2
"12731",12,3
"12732",12,3
"12733",8,1
"12734",9,3
"12735",10,1
"12736",12,3
"12737",12,3
"12738",10,2
"12739",16,2
"12740",8,2
"12741",12,NA
"12742",12,3
"12743",16,1
"12744",13,1
"12745",10,2
"12746",15,2
"12747",16,1
"12748",16,3
"12749",8,2
"12750",11,3
"12751",12,2
"12752",12,1
"12753",14,1
"12754",12,1
"12755",14,1
"12756",14,2
"12757",14,2
"12758",10,2
"12759",10,2
"12760",8,3
"12761",14,2
"12762",13,2
"12763",12,1
"12764",12,1
"12765",9,2
"12766",9,2
"12767",12,2
"12768",12,2
"12769",11,3
"12770",11,2
"12771",12,3
"12772",12,2
"12773",12,2
"12774",8,2
"12775",11,3
"12776",8,2
"12777",10,1
"12778",12,2
"12779",8,2
"12780",12,2
"12781",16,2
"12782",13,1
"12783",8,2
"12784",12,2
"12785",12,3
"12786",13,2
"12787",17,2
"12788",8,2
"12789",6,NA
"12790",8,2
"12791",12,1
"12792",12,2
"12793",12,2
"12794",15,2
"12795",11,3
"12796",8,2
"12797",12,2
"12798",13,2
"12799",18,3
"12800",10,2
"12801",8,1
"12802",12,2
"12803",12,2
"12804",8,2
"12805",11,3
"12806",8,NA
"12807",8,2
"12808",8,3
"12809",12,3
"12810",12,3
"12811",12,2
"12812",12,3
"12813",16,2
"12814",8,2
"12815",13,2
"12816",9,2
"12817",8,3
"12818",12,3
"12819",16,3
"12820",6,2
"12821",12,2
"12822",7,1
"12823",14,2
"12824",7,2
"12825",8,1
"12826",9,3
"12827",6,1
"12828",16,3
"12829",12,2
"12830",12,1
"12831",5,NA
"12832",7,2
"12833",12,1
"12834",12,3
"12835",12,1
"12836",12,2
"12837",7,2
"12838",5,2
"12839",8,2
"12840",12,2
"12841",8,2
"12842",7,2
"12843",8,NA
"12844",11,3
"12845",7,2
"12846",7,1
"12847",12,2
"12848",7,2
"12849",11,3
"12850",6,2
"12851",12,2
"12852",12,2
"12853",12,3
"12854",12,3
"12855",8,3
"12856",9,2
"12857",14,1
"12858",12,1
"12859",12,3
"12860",15,1
"12861",20,2
"12862",18,1
"12863",18,2
"12864",16,2
"12865",13,2
"12866",12,2
"12867",11,2
"12868",9,1
"12869",14,2
"12870",18,1
"12871",12,2
"12872",12,2
"12873",12,1
"12874",11,2
"12875",15,1
"12876",12,2
"12877",6,2
"12878",12,1
"12879",12,3
"12880",16,2
"12881",12,3
"12882",15,2
"12883",14,2
"12884",16,3
"12885",12,1
"12886",3,2
"12887",11,NA
"12888",12,2
"12889",11,1
"12890",11,1
"12891",6,2
"12892",16,3
"12893",11,3
"12894",2,2
"12895",11,3
"12896",14,3
"12897",8,1
"12898",16,2
"12899",12,2
"12900",19,2
"12901",13,2
"12902",12,1
"12903",12,1
"12904",3,NA
"12905",12,2
"12906",15,2
"12907",11,2
"12908",10,NA
"12909",12,2
"12910",7,2
"12911",14,2
"12912",13,2
"12913",12,2
"12914",16,1
"12915",12,2
"12916",12,NA
"12917",12,NA
"12918",13,1
"12919",13,2
"12920",12,2
"12921",12,2
"12922",16,2
"12923",11,2
"12924",12,3
"12925",13,3
"12926",12,2
"12927",7,2
"12928",12,1
"12929",12,3
"12930",12,2
"12931",20,3
"12932",16,2
"12933",17,1
"12934",14,2
"12935",16,3
"12936",16,2
"12937",18,2
"12938",10,2
"12939",6,2
"12940",12,1
"12941",12,2
"12942",16,2
"12943",11,2
"12944",12,1
"12945",12,2
"12946",12,2
"12947",12,2
"12948",12,3
"12949",12,3
"12950",12,2
"12951",8,3
"12952",12,2
"12953",12,2
"12954",12,1
"12955",14,2
"12956",13,2
"12957",13,1
"12958",8,3
"12959",16,3
"12960",17,2
"12961",12,2
"12962",16,3
"12963",16,2
"12964",16,1
"12965",15,1
"12966",17,2
"12967",16,2
"12968",12,2
"12969",8,NA
"12970",9,2
"12971",12,3
"12972",12,2
"12973",16,1
"12974",15,3
"12975",16,2
"12976",12,2
"12977",13,2
"12978",12,3
"12979",15,3
"12980",14,1
"12981",12,2
"12982",8,3
"12983",7,1
"12984",5,2
"12985",17,2
"12986",19,2
"12987",8,3
"12988",9,2
"12989",14,2
"12990",12,3
"12991",13,3
"12992",12,2
"12993",6,2
"12994",12,2
"12995",19,3
"12996",13,1
"12997",14,1
"12998",13,3
"12999",10,3
"13000",12,2
"13001",10,2
"13002",16,3
"13003",12,2
"13004",15,2
"13005",15,3
"13006",13,2
"13007",11,2
"13008",9,3
"13009",12,2
"13010",8,2
"13011",12,2
"13012",13,2
"13013",12,2
"13014",13,2
"13015",13,2
"13016",16,3
"13017",8,2
"13018",6,1
"13019",14,2
"13020",13,2
"13021",12,2
"13022",16,2
"13023",12,3
"13024",17,1
"13025",12,2
"13026",10,1
"13027",9,2
"13028",12,2
"13029",10,2
"13030",14,2
"13031",12,NA
"13032",13,NA
"13033",13,2
"13034",18,3
"13035",20,2
"13036",20,2
"13037",18,1
"13038",12,2
"13039",12,1
"13040",12,1
"13041",12,1
"13042",12,2
"13043",12,2
"13044",11,2
"13045",10,3
"13046",12,2
"13047",12,2
"13048",11,2
"13049",14,2
"13050",12,3
"13051",14,2
"13052",15,2
"13053",7,2
"13054",12,2
"13055",12,3
"13056",12,3
"13057",9,2
"13058",12,2
"13059",12,2
"13060",12,2
"13061",12,2
"13062",10,1
"13063",12,1
"13064",12,3
"13065",12,2
"13066",12,2
"13067",12,2
"13068",12,2
"13069",12,2
"13070",12,2
"13071",18,2
"13072",14,2
"13073",14,2
"13074",19,2
"13075",16,2
"13076",12,3
"13077",12,1
"13078",20,1
"13079",12,3
"13080",13,1
"13081",5,2
"13082",7,2
"13083",12,1
"13084",12,2
"13085",14,2
"13086",9,2
"13087",10,2
"13088",15,2
"13089",12,2
"13090",16,2
"13091",9,2
"13092",16,1
"13093",16,2
"13094",11,2
"13095",12,2
"13096",12,2
"13097",12,2
"13098",12,2
"13099",8,2
"13100",16,2
"13101",10,3
"13102",14,1
"13103",12,2
"13104",13,2
"13105",13,3
"13106",12,2
"13107",13,1
"13108",12,1
"13109",12,2
"13110",12,2
"13111",12,1
"13112",11,3
"13113",11,2
"13114",9,2
"13115",12,2
"13116",12,1
"13117",10,2
"13118",13,2
"13119",9,2
"13120",11,1
"13121",12,3
"13122",12,2
"13123",12,2
"13124",13,2
"13125",14,3
"13126",18,3
"13127",19,2
"13128",17,2
"13129",14,2
"13130",12,3
"13131",19,2
"13132",12,3
"13133",15,2
"13134",12,1
"13135",13,2
"13136",16,2
"13137",12,3
"13138",16,2
"13139",15,2
"13140",16,3
"13141",10,2
"13142",8,2
"13143",12,2
"13144",16,2
"13145",13,1
"13146",18,3
"13147",12,1
"13148",12,3
"13149",13,2
"13150",9,1
"13151",8,3
"13152",12,2
"13153",10,1
"13154",11,2
"13155",9,2
"13156",14,3
"13157",11,2
"13158",17,2
"13159",16,3
"13160",15,2
"13161",15,3
"13162",18,2
"13163",16,2
"13164",12,2
"13165",12,2
"13166",11,2
"13167",15,2
"13168",12,3
"13169",12,2
"13170",15,2
"13171",12,3
"13172",12,2
"13173",12,2
"13174",11,3
"13175",12,2
"13176",12,3
"13177",15,2
"13178",12,2
"13179",12,2
"13180",12,2
"13181",13,1
"13182",12,1
"13183",5,2
"13184",10,1
"13185",12,2
"13186",12,2
"13187",12,2
"13188",8,3
"13189",12,2
"13190",6,2
"13191",12,2
"13192",12,1
"13193",16,3
"13194",16,2
"13195",12,1
"13196",16,1
"13197",12,1
"13198",19,2
"13199",14,2
"13200",14,3
"13201",20,2
"13202",9,1
"13203",12,2
"13204",12,3
"13205",12,1
"13206",8,2
"13207",12,3
"13208",12,2
"13209",12,3
"13210",13,2
"13211",12,2
"13212",12,3
"13213",11,3
"13214",13,3
"13215",14,2
"13216",11,2
"13217",13,2
"13218",20,2
"13219",16,2
"13220",10,2
"13221",16,1
"13222",12,2
"13223",16,2
"13224",19,3
"13225",15,2
"13226",18,2
"13227",13,NA
"13228",18,1
"13229",12,2
"13230",12,2
"13231",12,2
"13232",16,3
"13233",8,2
"13234",11,1
"13235",14,1
"13236",14,1
"13237",9,2
"13238",7,3
"13239",12,3
"13240",13,2
"13241",12,2
"13242",20,2
"13243",12,3
"13244",16,2
"13245",10,2
"13246",15,3
"13247",12,2
"13248",14,3
"13249",15,2
"13250",18,2
"13251",4,2
"13252",3,2
"13253",16,2
"13254",16,3
"13255",12,1
"13256",14,3
"13257",15,2
"13258",12,3
"13259",11,1
"13260",13,3
"13261",9,3
"13262",4,1
"13263",8,1
"13264",8,3
"13265",12,2
"13266",8,2
"13267",11,2
"13268",12,1
"13269",12,2
"13270",12,2
"13271",18,1
"13272",11,1
"13273",13,2
"13274",17,2
"13275",11,2
"13276",15,2
"13277",12,2
"13278",12,1
"13279",13,2
"13280",8,3
"13281",12,2
"13282",12,2
"13283",13,1
"13284",13,2
"13285",11,3
"13286",12,3
"13287",13,2
"13288",14,2
"13289",9,1
"13290",16,1
"13291",3,2
"13292",7,2
"13293",11,3
"13294",13,2
"13295",16,1
"13296",13,2
"13297",10,2
"13298",12,2
"13299",12,3
"13300",14,2
"13301",12,2
"13302",13,2
"13303",17,1
"13304",16,2
"13305",14,2
"13306",12,2
"13307",13,2
"13308",12,1
"13309",13,2
"13310",14,2
"13311",13,3
"13312",19,1
"13313",19,1
"13314",12,3
"13315",12,2
"13316",11,2
"13317",14,1
"13318",15,1
"13319",6,2
"13320",17,2
"13321",8,3
"13322",11,2
"13323",8,3
"13324",19,2
"13325",13,2
"13326",12,1
"13327",11,2
"13328",14,2
"13329",16,2
"13330",14,3
"13331",12,2
"13332",12,3
"13333",14,2
"13334",15,1
"13335",14,2
"13336",12,1
"13337",14,2
"13338",16,1
"13339",15,2
"13340",16,2
"13341",12,2
"13342",13,2
"13343",14,1
"13344",8,3
"13345",12,2
"13346",11,3
"13347",12,2
"13348",12,3
"13349",9,3
"13350",10,3
"13351",12,2
"13352",12,3
"13353",12,3
"13354",12,3
"13355",14,2
"13356",10,1
"13357",12,3
"13358",11,1
"13359",14,2
"13360",10,1
"13361",11,3
"13362",9,3
"13363",14,2
"13364",12,2
"13365",13,3
"13366",16,1
"13367",14,2
"13368",12,2
"13369",12,3
"13370",13,2
"13371",12,3
"13372",15,3
"13373",9,3
"13374",12,2
"13375",16,2
"13376",12,2
"13377",12,3
"13378",12,1
"13379",12,NA
"13380",12,3
"13381",12,1
"13382",11,NA
"13383",13,1
"13384",10,2
"13385",12,2
"13386",12,2
"13387",16,2
"13388",12,3
"13389",12,2
"13390",13,2
"13391",10,2
"13392",14,2
"13393",12,2
"13394",NA,3
"13395",12,2
"13396",10,2
"13397",8,2
"13398",12,2
"13399",12,2
"13400",12,1
"13401",8,1
"13402",8,1
"13403",10,1
"13404",12,1
"13405",12,3
"13406",13,2
"13407",10,NA
"13408",12,NA
"13409",12,2
"13410",6,2
"13411",9,1
"13412",10,2
"13413",12,2
"13414",9,2
"13415",11,3
"13416",14,1
"13417",10,2
"13418",16,2
"13419",15,1
"13420",14,1
"13421",16,2
"13422",12,2
"13423",12,2
"13424",16,2
"13425",14,3
"13426",8,1
"13427",12,1
"13428",14,2
"13429",12,2
"13430",12,3
"13431",12,2
"13432",8,2
"13433",8,1
"13434",12,2
"13435",12,1
"13436",8,2
"13437",10,2
"13438",14,2
"13439",14,2
"13440",8,1
"13441",8,2
"13442",12,2
"13443",8,1
"13444",9,2
"13445",8,1
"13446",10,1
"13447",16,2
"13448",8,2
"13449",2,3
"13450",12,2
"13451",9,2
"13452",12,2
"13453",3,2
"13454",10,2
"13455",12,2
"13456",15,2
"13457",12,2
"13458",2,2
"13459",15,3
"13460",14,2
"13461",11,3
"13462",12,2
"13463",15,3
"13464",6,3
"13465",15,1
"13466",10,2
"13467",7,1
"13468",14,2
"13469",12,2
"13470",12,2
"13471",0,2
"13472",12,3
"13473",13,2
"13474",17,3
"13475",14,3
"13476",7,3
"13477",12,2
"13478",12,1
"13479",12,1
"13480",6,NA
"13481",15,2
"13482",12,3
"13483",16,3
"13484",18,3
"13485",16,2
"13486",12,2
"13487",14,3
"13488",12,1
"13489",7,2
"13490",8,2
"13491",5,2
"13492",5,NA
"13493",16,1
"13494",6,2
"13495",7,1
"13496",16,2
"13497",12,3
"13498",12,3
"13499",9,2
"13500",12,3
"13501",10,2
"13502",12,2
"13503",12,3
"13504",16,2
"13505",12,2
"13506",12,2
"13507",11,3
"13508",12,2
"13509",19,2
"13510",12,2
"13511",13,3
"13512",13,2
"13513",13,2
"13514",8,1
"13515",14,2
"13516",13,1
"13517",11,3
"13518",9,2
"13519",12,2
"13520",13,2
"13521",14,2
"13522",4,2
"13523",13,3
"13524",11,3
"13525",14,1
"13526",6,2
"13527",1,2
"13528",12,2
"13529",8,1
"13530",14,2
"13531",6,2
"13532",12,2
"13533",14,2
"13534",17,3
"13535",12,1
"13536",11,2
"13537",11,1
"13538",13,3
"13539",10,1
"13540",12,3
"13541",12,2
"13542",7,1
"13543",13,2
"13544",11,2
"13545",12,1
"13546",14,2
"13547",12,3
"13548",13,2
"13549",15,2
"13550",11,1
"13551",12,2
"13552",8,2
"13553",12,3
"13554",12,2
"13555",6,2
"13556",8,2
"13557",12,3
"13558",13,2
"13559",14,2
"13560",8,2
"13561",12,2
"13562",9,1
"13563",8,2
"13564",12,3
"13565",9,2
"13566",5,2
"13567",8,2
"13568",12,3
"13569",NA,2
"13570",8,2
"13571",7,3
"13572",9,2
"13573",6,2
"13574",9,2
"13575",12,3
"13576",12,2
"13577",11,2
"13578",12,1
"13579",5,3
"13580",5,1
"13581",11,2
"13582",11,2
"13583",11,3
"13584",11,2
"13585",8,2
"13586",7,NA
"13587",6,NA
"13588",2,2
"13589",17,1
"13590",16,2
